spark.executor.cores,spark.executor.memory,spark.default.parallelism,spark.serializer,spark.task.cpus,executorDeserializeTime,executorDeserializeCpuTime,executorRunTime,resultSize,jvmGcTime,Execution_Time
4,5,45,1,2,365.385,52771868.64499997,732.3024999999998,1308.1,147.6099999999998,48291
2,11,44,1,2,321.415,54658770.07499999,558.2249999999998,1301.835,67.91749999999993,64807
5,8,38,0,2,380.485,58762295.62499996,710.3,1129.275,122.05749999999992,47345
4,5,9,0,1,379.59,60340666.25249996,1185.0375,1162.635,234.7324999999999,42096
6,9,48,0,1,492.5875,42486034.09999998,3997.090000000001,1132.8625,480.2999999999997,93984
4,11,46,1,2,378.675,45660682.5825,650.7849999999999,1303.215,108.38999999999994,44792
1,1,50,1,1,2812.2325,202832707.78249997,1160.0924999999995,1323.4199999999998,202.325,84688
7,8,29,1,2,375.8675,50345830.86,966.55,1299.17,218.42999999999992,43802
1,12,49,0,1,347.6025,71234475.93499997,579.5525,1131.3399999999997,79.29249999999999,66260
3,3,49,0,1,679.3149999999999,81257846.41749999,1079.145,1145.5725,191.7575,40539
6,10,15,0,2,376.41,63019293.26499999,863.0074999999997,1136.0775,185.48749999999995,40589
1,4,33,1,1,1044.4625,98120735.0075,797.5674999999997,1305.76,100.64249999999988,53258
5,6,16,0,1,384.215,47862230.78499999,922.4699999999996,1139.845,204.42,35160
7,12,19,1,1,367.135,47496892.99,1164.4425,1308.06,221.505,37992
5,11,49,1,2,349.8575,49637879.1775,750.6524999999998,1303.3325,154.68999999999969,54020
2,11,9,1,1,355.24749999999995,51868946.98499999,825.4199999999998,1334.675,137.13499999999982,48462
6,5,40,0,1,375.7675,56828100.83749996,1165.4675000000002,1137.23,236.2,35577
5,10,12,1,1,380.0575,45072140.225,1231.4299999999998,1300.2599999999998,249.5025,49678
5,11,30,0,2,377.8925,54492818.039999984,764.5874999999999,1135.5949999999998,145.24999999999972,51082
6,11,36,0,1,434.925,49765606.85499998,1250.8525,1131.965,293.64499999999987,43800
2,8,44,1,2,358.5025,53191941.03,1242.5849999999998,1300.6074999999998,61.76249999999993,99112
3,7,22,1,1,381.34,48793682.6675,1666.2549999999997,1299.1325,235.62249999999997,64068
2,9,17,0,1,433.19749999999993,80802240.83999994,3601.3949999999995,1122.7900000000002,178.0474999999996,116626
5,5,50,1,2,313.98,47463466.4425,3709.6075,1312.11,154.28499999999963,173494
1,8,36,0,1,362.3575,70092802.69999997,746.4275,1120.125,89.43249999999993,147419
4,9,41,1,1,336.36,46682242.457499966,1014.4175,1303.975,226.45,38404
7,11,41,1,2,362.67,54042630.75249996,1313.7899999999995,1303.765,226.515,58452
3,9,15,0,1,363.18,64821990.414999984,936.1224999999998,1128.1150000000002,258.595,52861
3,5,22,1,2,651.7325000000001,78979486.38499995,817.0849999999998,1309.5475,78.1974999999999,60638
6,12,27,0,1,364.2675,44272697.0975,1474.1549999999984,1136.0449999999998,260.75,47748
3,7,24,0,1,376.9225,66613446.947500005,1624.3475,1132.9725,205.87249999999997,63866
2,8,44,1,2,287.9475,57179459.85249996,3824.1124999999993,1297.1875,56.80499999999997,326743
2,3,42,0,1,1018.6025,110492547.9825,2100.165,1138.3849999999998,263.6149999999998,127688
6,11,32,0,2,446.37,65453607.58499996,3761.27,1125.2525,303.86749999999995,163830
6,3,20,0,1,377.455,49424632.24,1103.3025,1146.6675,233.45,34241
4,10,25,0,1,378.035,51701592.02499999,1005.5599999999998,1127.38,239.9775,45407
3,1,33,1,1,651.8625000000001,74056480.38999997,5535.802499999998,1323.9325,609.5999999999997,272883
2,3,45,1,2,1044.7075,105697053.76,774.1924999999999,1313.9199999999998,94.6074999999999,64183
2,8,37,1,1,340.75249999999994,52000458.77499999,1660.2774999999997,1300.4725,232.32249999999968,74371
1,12,44,0,1,290.955,68743839.4425,3547.1675,1134.5425,67.28499999999994,210058
4,11,13,1,2,276.86,42148475.26249998,3670.1275,1299.4575,191.46249999999964,172261
7,9,48,1,2,381.4675,50002404.04999999,842.7724999999998,1304.2149999999997,225.9,42542
7,7,43,0,2,413.09,54014601.61249999,875.6199999999999,1137.98,192.98,40983
5,3,30,0,1,357.98,50884450.30749999,996.2625,1137.62,219.8,36591
2,5,50,1,1,705.1099999999999,73853305.27249996,1136.5924999999995,1310.11,227.7124999999997,49942
2,7,39,0,2,369.315,67022805.42249998,583.3125,1126.38,74.76499999999996,67130
2,2,33,1,2,1004.2524999999998,100265621.04,1039.0899999999997,1314.0975,114.67749999999988,58947
2,9,44,0,2,365.6675,64205960.260000005,579.9275,1123.22,56.31999999999995,69404
5,7,22,0,2,384.5799999999999,61495016.13499995,675.7499999999997,1122.3175,128.1549999999997,46575
7,6,22,1,2,354.2125,50186700.84749999,897.8324999999998,1302.1,173.52749999999995,40985
2,11,40,1,1,367.705,55401303.06999998,710.9099999999997,1301.815,139.61999999999975,46865
2,12,48,0,1,380.8,66991420.08999999,839.5674999999999,1127.61,168.57749999999993,62940
7,8,21,0,1,380.875,56392917.73249994,1051.9599999999998,1138.2575000000002,252.8,33883
2,8,33,1,2,331.1925,58198490.59249999,553.7449999999999,1298.2424999999998,69.40499999999989,65201
4,6,45,0,1,411.87,44036901.61999999,1799.6775000000002,1141.2,234.81249999999997,63189
7,9,37,1,2,355.0575,51363458.95,919.0825,1307.2225,205.05,43072
7,8,35,1,1,388.29,50551500.77749999,1183.9924999999998,1304.2,247.0574999999999,44658
7,9,41,0,1,366.78,58046856.35749994,1640.7324999999996,1132.815,211.05,45902
5,7,28,1,2,345.775,48128748.96499999,1362.1224999999995,1305.425,156.75499999999982,66932
4,12,24,1,1,405.6375,44286034.52499999,3693.4675,1304.8925,238.39999999999992,104233
6,8,49,1,1,294.2425,44504886.93999998,4028.9775,1309.6174999999998,291.98,96834
3,11,27,0,1,285.245,47982803.50999999,3658.7675,1129.59,204.975,109265
2,6,32,0,1,722.0274999999999,84244663.93999998,1059.13,1138.9100000000003,185.35499999999988,49611
5,5,28,0,2,376.61,51379541.45999999,750.8174999999999,1135.2274999999995,135.81999999999985,48655
5,6,13,0,2,374.0825,59821222.29999995,818.4199999999997,1128.1,150.1649999999998,50153
3,12,14,0,1,373.515,62773593.09,903.4974999999998,1130.0425,220.85749999999996,43798
2,5,29,0,1,704.5925,84523845.76499999,1197.5999999999997,1135.4175,177.67999999999964,51438
3,11,37,0,2,360.5025,70860293.01499999,595.8774999999999,1135.1774999999998,87.94999999999979,68124
1,9,24,1,1,338.49999999999994,55866874.72749998,586.8225,1294.4599999999998,59.59499999999995,67918
2,6,21,1,2,701.2524999999999,80215363.14249995,771.2499999999998,1302.905,73.03249999999991,54523
4,6,49,1,1,345.9,48923862.20249999,958.69,1309.9125,252.9,39464
6,10,18,0,1,362.5025,64180974.54749998,1198.09,1139.75,223.1,35525
6,7,28,0,2,376.8175,59844000.21499999,772.9174999999999,1136.295,200.25,41914
2,2,27,0,1,1096.13,107203479.16999994,1140.2324999999998,1138.1899999999998,157.88999999999987,49039
6,3,31,1,2,344.095,53619792.85749998,916.8125,1312.605,199.6675,44557
4,6,36,1,2,336.5025,50289632.15249999,846.8049999999996,1304.465,191.89999999999964,52899
7,5,14,0,2,377.6725,60883254.90999999,835.6849999999998,1133.2275000000002,206.8075,39217
3,10,44,1,1,361.6775,52134085.05499997,940.6125,1309.725,232.92749999999995,41848
1,7,34,1,1,333.4325,54074847.76499999,557.2425,1301.62,50.43999999999996,67484
2,4,43,1,2,957.305,98125816.8725,951.2774999999998,1309.2625,123.7099999999998,56311
7,2,19,1,1,341.555,46121276.96249999,1667.8499999999992,1311.7374999999995,343.1125,71229
4,11,40,1,2,354.6425,50976516.64499998,688.2999999999996,1304.7675,120.74749999999972,46101
5,9,18,0,2,358.13250000000005,61842138.22499998,1485.9724999999994,1126.2125,160.91499999999974,64042
6,9,48,1,2,347.855,53179176.25749996,1384.4174999999998,1305.355,241.935,56008
6,10,22,0,2,372.9475,57048814.23499997,996.5399999999996,1124.845,192.7074999999999,48805
2,12,11,1,1,334.9549999999999,50131152.65249998,1053.7274999999986,1299.225,149.66749999999982,59280
7,12,29,0,2,321.51,47134279.90999997,3707.0425,1130.0225,231.69999999999987,106346
5,8,14,1,2,288.56,52262040.14999999,3657.855000000001,1299.505,206.86499999999975,135376
1,3,28,1,1,1400.0375,116088011.87250002,1092.1249999999995,1308.1525,176.49499999999972,132611
7,9,35,0,2,358.70500000000004,47442802.1425,941.775,1125.0925,219.15999999999997,40895
2,7,16,0,1,393.9674999999999,63782131.77,681.2425,1126.5624999999998,129.72999999999996,45890
4,5,15,1,2,363.9,51613518.7725,816.1374999999998,1301.2675,189.15999999999968,54160
1,9,23,1,1,355.36249999999995,57502080.73749997,542.8649999999999,1296.5925,53.25749999999997,76586
5,3,20,1,2,355.3925,54033192.344999984,1296.9450000000002,1306.775,104.78999999999996,62146
5,7,47,1,1,346.4075,48393692.355,1235.9025,1307.0025,366.445,41471
6,2,8,1,1,287.6975,46126373.825,5795.052499999998,1367.0925,383.6174999999999,227043
4,12,12,1,2,288.13499999999993,48853675.87499999,3665.249999999999,1300.94,217.4374999999996,191793
6,12,24,1,1,372.1625,49501085.92749999,1186.99,1306.9874999999995,264.65,47215
2,9,42,0,1,362.855,52379389.31749998,1081.5049999999983,1136.0949999999998,147.1199999999998,61847
2,5,50,0,2,733.1299999999999,98002283.17499997,1240.027499999999,1140.035,97.55749999999982,75346
7,2,16,1,2,326.72,43779314.20249996,9366.614999999996,1308.2825,401.18,340968
1,10,41,1,1,340.92999999999995,52899196.54749999,3688.244999999999,1297.5975,56.21999999999997,141799
6,11,47,0,1,367.9675,50518060.884999976,1378.729999999999,1138.5375,215.35,43609
4,7,19,0,2,372.8725,65078683.625,780.0424999999998,1130.8375,141.8799999999997,49842
4,5,10,0,2,382.07,59529815.5025,816.7049999999999,1130.6950000000002,154.63999999999982,53698
4,2,30,1,1,370.465,49168605.38249998,1091.1974999999995,1322.0825,293.9899999999999,85695
6,2,38,0,2,376.2825,56335935.75749996,1475.2974999999992,1155.4175,246.70999999999987,117392
5,7,10,1,1,344.9825,50661734.1925,1643.0299999999995,1308.8249999999998,240.00749999999988,51745
5,3,26,0,2,293.2575,43134466.0325,6996.160000000001,1131.1125,168.51749999999993,380920
2,4,35,0,1,1043.1825,104582643.31749997,1062.9099999999996,1131.9775,250.98749999999973,47320
3,2,34,0,2,741.6075,99673742.71499994,665.9924999999996,1138.56,79.4724999999999,51786
7,9,10,0,2,391.065,56646217.809999965,885.4724999999999,1129.5975,224.5025,44787
6,8,23,1,1,380.205,52416432.76499998,1259.1474999999998,1305.8749999999998,249.05,37623
3,7,48,0,2,360.0525,70366995.98249999,578.6025,1135.425,69.76749999999998,75086
5,4,32,0,1,378.26,47349500.71249999,954.35,1139.1925,214.575,36923
5,10,31,1,1,383.44,49795420.14249998,1234.73,1304.1375,239.5825,38887
2,8,31,1,2,348.97,53899139.22249999,587.5449999999998,1293.5624999999998,71.3749999999999,67163
1,9,10,1,1,335.0375,55337181.69499998,617.3249999999999,1298.2075,54.577499999999965,69224
6,3,47,0,2,404.565,57107040.38499997,776.14,1150.3824999999997,153.37499999999994,41693
6,12,15,0,1,385.88,47104121.03749999,1043.0700000000002,1137.3775,220.1,33474
5,10,36,0,1,380.3625,47035785.72499999,1151.7575000000002,1135.22,257.55,40943
1,7,35,1,1,326.53,52770876.29749999,549.0999999999998,1298.9299999999998,59.35249999999993,66372
2,10,15,0,1,363.8725,61911284.4425,809.8999999999999,1128.0725,157.30249999999964,54558
5,8,24,0,2,362.78,67144581.09499997,763.8574999999998,1129.5675,133.91749999999982,47153
5,8,21,1,2,358.36999999999995,48765944.62999998,1033.852499999998,1302.015,156.17249999999984,57279
7,12,42,1,1,406.26249999999993,44812909.0975,1201.0575,1304.4325,226.44249999999997,39394
4,11,44,0,2,388.3074999999998,62303914.47499998,1267.727499999998,1135.1474999999998,171.45249999999965,84353
4,9,27,1,2,373.0775,56831479.56999998,1871.0375,1302.66,209.8099999999996,85037
1,12,17,0,1,312.16499999999985,77404822.73749992,3550.6125,1125.3349999999998,87.57499999999982,275807
3,3,23,0,2,710.8675,95725512.84999996,3796.955,1135.6150000000002,104.19749999999983,128683
3,6,42,0,1,711.17,86632539.075,1174.7575000000002,1137.73,286.14499999999987,42940
2,10,21,1,1,390.405,54102698.21499999,692.9099999999999,1303.0325,134.46749999999983,47454
1,5,42,1,1,662.1324999999999,82460844.38499995,666.9174999999998,1302.91,74.38749999999989,55418
7,6,49,1,2,363.8125,52257900.62749998,808.93,1312.905,183.87,40073
4,4,24,1,1,386.75,50946015.41749999,894.7175,1308.2875,190.3625,38508
1,2,24,0,1,2316.22,165620724.56249997,1195.9999999999995,1141.3674999999998,237.8324999999998,77153
2,7,22,1,2,356.9175,54764177.61249999,640.7649999999999,1296.9274999999998,50.13499999999998,69261
3,9,34,1,1,389.8825,48400473.3025,820.8974999999998,1301.5875,179.0325,43533
2,8,22,1,1,366.1925,46981177.44749999,662.4574999999999,1300.8025000000002,135.07249999999976,46472
3,9,40,0,1,332.45,47899886.3275,968.7274999999996,1134.14,242.625,43385
7,6,10,1,1,384.4474999999999,49497851.18249999,1258.3475,1313.3300000000002,210.8775,37393
7,9,11,0,2,500.545,61256654.53,982.015,1134.1349999999998,200.3424999999999,46106
3,8,27,0,2,357.2675,74230437.75999999,574.4624999999999,1126.1174999999998,60.91249999999993,69783
2,7,40,0,2,392.9225,74887453.2575,633.905,1133.3175,95.6749999999999,70387
6,1,23,0,1,358.6175,64282158.18249999,11159.0825,1149.88,1808.3375,365843
4,10,18,1,2,364.795,56629863.645,693.5699999999998,1298.6574999999998,144.84749999999968,48944
5,12,11,0,1,416.17500000000007,56573803.7875,1135.3925,1132.3775,289.32249999999993,39995
7,1,49,1,1,362.235,46939253.7625,14360.604999999996,1302.215,2472.995,338769
6,10,35,0,1,371.3725,49441643.30499996,1147.7025,1138.1725,249.86999999999995,35412
1,12,36,0,1,367.6425,74380656.44999997,568.8574999999998,1123.8175,71.87499999999996,67777
4,1,35,0,1,365.315,56355862.62499998,9845.575,1144.9425000000003,1626.225,365476
5,11,39,1,2,370.45,48459719.6,732.2424999999998,1301.655,153.56249999999983,47904
7,1,27,1,1,375.9075,45573264.945,11242.3725,1316.855,1852.4775,278894
7,11,16,0,1,372.735,61377944.96749999,1339.6549999999993,1135.0324999999998,252.95,41916
4,7,13,1,1,367.615,49141486.3575,1927.555,1305.425,221.805,59707
6,7,11,1,1,312.075,46789139.98999998,3850.959999999999,1307.6875,222.7475,95776
7,3,49,0,2,321.2925,55297223.78999998,3599.425,1146.1025,201.38,103568
3,6,39,0,1,814.9975000000001,82942320.21499996,1058.8425,1142.1675,303.00249999999994,41223
7,6,28,0,1,408.495,47917466.50249998,1031.7949999999998,1137.5,204.55,33964
4,8,32,1,1,370.715,51595710.50499999,1054.675,1302.165,278.435,38743
4,1,38,1,1,386.98,46248097.719999984,11186.742499999998,1306.735,1933.8574999999996,393180
2,6,14,0,1,768.5074999999999,92036816.2175,1278.08,1131.8125,213.16749999999996,55517
4,1,26,1,2,353.6099999999997,43577486.31749998,13531.744999999995,1320.5325,1003.785,566549
1,2,8,0,1,2158.815,167669129.85999998,2282.3725,1176.98,244.4124999999996,138066
3,8,31,0,1,384.7025,69936115.41999999,869.0174999999999,1131.1,242.9125,42292
4,5,48,0,2,354.31749999999994,62134056.2375,1317.9374999999995,1140.755,148.9099999999997,59738
7,11,49,1,1,339.5775,51662235.08999994,1581.625,1310.145,294.90500000000003,44204
6,5,43,1,1,285.005,44101993.72499998,3827.9249999999993,1313.4875,276.5,100812
2,12,16,0,2,349.395,64241800.38749999,3769.1625,1129.0400000000002,94.49749999999985,216129
2,8,47,0,2,358.295,66835406.77749996,818.1999999999987,1128.265,85.74499999999986,80691
6,11,28,1,1,356.8225,45982426.594999984,1132.415,1304.1875,263.08749999999986,40306
4,7,43,0,2,360.425,60551702.87749998,1302.3274999999994,1133.295,180.5374999999996,62457
6,4,18,0,2,385.18,48768541.71249999,1245.7099999999998,1131.285,164.12999999999994,47607
7,9,22,1,1,281.5575,43050216.61999999,3925.3525,1304.4325,288.2,93101
1,2,14,1,1,20851.7,1363984101.375,19628.925,896.5,728.3,240927
7,10,49,1,1,390.9975,13116621.355,2330.9475,1297.86,344.46,74062
3,4,16,0,2,767.855,100625455.47749996,696.3124999999999,1134.3075,95.81999999999996,57383
3,1,35,1,2,658.395,80351260.68249997,5436.054999999999,1315.01,480.8149999999999,259229
1,4,21,1,1,1025.4824999999998,102579460.9425,1492.565,1307.92,102.99249999999988,72400
4,11,33,1,2,351.76749999999976,48520938.11999996,3676.562499999999,1295.3575,159.3524999999996,232737
1,4,25,0,1,1035.17,115342638.44249997,4126.455,1135.4675,142.7974999999998,145431
4,12,23,0,2,391.3225,57808171.24999996,931.1074999999994,1128.0525000000002,152.16749999999973,55763
6,5,16,1,1,348.555,47308278.19499999,1071.6149999999998,1308.3524999999995,199.0125,33111
1,11,34,1,1,345.385,54793640.02749999,556.1875,1296.4474999999998,78.15499999999994,66902
3,9,35,0,1,377.5375,61123612.45999992,809.5424999999998,1130.2525,170.55249999999998,39610
2,12,27,0,2,342.7699999999999,66652763.6775,537.0125,1122.0125,54.84749999999997,67448
4,7,33,0,2,397.5675,66296674.26499999,1066.9924999999992,1137.5075000000002,181.58749999999975,56938
6,2,31,1,2,356.345,51649194.95,1122.3824999999997,1315.78,309.3175,90283
3,7,31,1,2,355.5425,54043504.78,604.4224999999999,1297.8425,77.55749999999989,68269
6,9,50,0,1,387.4325,53635038.04999995,1220.785,1136.3625,260.95,36264
3,3,23,0,1,788.6800000000001,78355887.39999998,1045.2025,1141.8674999999998,140.96999999999997,41236
1,1,20,1,1,2649.7925,257278958.105,1169.3375,1324.0449999999998,130.22999999999996,82157
5,4,42,1,1,351.2875,45664511.70999999,1101.6349999999998,1311.6075,161.2,38960
2,9,33,0,1,377.805,64440068.55999998,752.1399999999999,1133.1725,136.03249999999983,50460
4,2,47,1,2,334.505,52049216.40499999,1409.4525,1317.03,243.46499999999983,87311
6,2,23,0,2,385.105,61749416.84499999,1018.6299999999992,1144.4299999999998,239.41749999999985,130113
2,4,21,1,2,1004.5775,96881167.8975,888.1974999999999,1302.85,105.6599999999998,55852
6,2,35,0,1,389.4425,54492468.82249997,1572.9725,1141.78,242.375,43767
4,12,49,0,1,420.75,54742807.26499999,1788.8599999999994,1141.6225,281.9699999999999,57298
3,10,43,0,2,310.7325,69734364.92,3565.7825,1132.8525000000002,82.95749999999985,279944
1,10,37,0,1,383.9275,74536102.33749999,1444.8074999999997,1122.3349999999998,72.50999999999996,151398
1,8,25,0,1,385.3025,71647863.5775,555.8124999999999,1125.225,61.38999999999993,69064
6,7,28,1,2,364.995,52031372.265,776.9624999999997,1304.37,224.745,39401
5,4,12,1,1,645.6024999999998,48124431.47749999,1896.8299999999997,1306.605,401.2874999999999,59402
6,7,41,1,2,337.0575,47342021.38749999,812.0049999999999,1303.8375,216.2275,39452
7,3,22,1,1,368.9625,52198050.39499999,1194.4299999999998,1313.935,193.75,40247
3,3,8,0,2,767.2299999999999,100484960.5225,704.8225,1168.1725,103.61249999999993,57381
7,7,39,1,2,346.8075,52156573.97749997,964.3274999999998,1309.5875,255.99999999999997,42471
7,8,16,1,2,361.8475,46805236.4125,954.86,1297.9,178.2999999999999,45065
2,2,33,1,1,1145.8275,101745346.59749997,1040.455,1312.4074999999998,159.3249999999999,48656
7,6,34,1,2,363.355,52628215.93749999,1358.035,1304.9625,213.5575,54908
6,3,45,0,1,397.4975,60892961.24999998,1770.9574999999993,1144.7175,229.9175,51326
7,11,8,1,2,273.4575,47384569.58499999,3645.4775,1355.23,194.82,107631
3,12,33,0,1,310.475,55917024.62499994,3742.58,1134.225,258.92999999999995,105479
1,6,36,0,1,742.2725,105274817.22249997,3772.3624999999993,1126.025,70.10999999999997,131357
5,10,29,1,2,358.9699999999999,55160107.96499999,778.8149999999998,1302.0549999999998,150.55249999999987,49122
3,2,8,0,1,748.4175,76597831.19999996,1086.7324999999996,1184.4075,192.02499999999992,42008
4,7,22,0,2,383.0775,61217735.79499996,734.7474999999998,1133.7075,150.78249999999974,50142
4,11,15,1,1,374.4575,55151874.64749996,970.7624999999998,1307.06,241.99999999999991,40347
4,11,41,0,2,362.4725,57778902.574999966,697.6824999999999,1136.6225,120.22749999999984,46756
2,7,9,0,1,280.51249999999993,58186224.32249997,676.0974999999999,1151.955,139.18499999999975,48270
