spark.executor.cores,spark.executor.memory,spark.default.parallelism,spark.serializer,spark.task.cpus,executorDeserializeTime,executorDeserializeCpuTime,executorRunTime,resultSize,jvmGcTime,Execution_Time
4,1,50,0,1,523.0674999999999,58374763.782499984,25751.147499999992,1145.4975000000002,1628.5324999999996,774169
4,1,30,1,2,347.0775,46667601.17999999,6572.042499999998,1314.6149999999998,1039.7099999999996,387949
3,5,37,0,2,716.72,97946693.31499995,772.8674999999996,1134.98,99.32749999999984,58031
7,12,28,1,2,374.0525,50970809.0425,1047.3775,1304.25,245.9325,44498
7,7,46,1,1,378.8025,52353891.04499997,2509.84,1308.21,321.92,64414
2,9,47,1,1,348.29,56255822.11749999,773.5224999999999,1304.975,145.68249999999983,47554
7,1,50,0,2,363.21,53779433.93499994,8164.1,1148.8075,1482.8249999999996,271327
5,12,44,1,1,379.06,47363677.92749999,1434.0449999999996,1307.14,247.7,48128
2,2,27,0,1,1149.1325,94890340.3175,1600.0999999999988,1140.5575,350.44999999999993,80042
1,6,8,1,1,670.1125,85407539.97749993,1373.552499999999,1359.1325,94.40499999999992,67421
6,4,43,1,1,356.9625,46202183.845,1531.5599999999995,1313.0575,176.6224999999999,45907
2,11,33,1,2,282.0174999999999,55523850.93249997,3580.57,1297.925,81.30749999999985,260165
4,9,41,1,2,350.18749999999994,52471882.0125,658.6999999999998,1303.0925,143.08249999999975,44866
4,2,21,1,1,379.08,47445560.26749997,1926.41,1314.1474999999998,312.4475,84005
6,5,49,0,2,374.385,57434210.75499997,805.8074999999999,1139.6575,206.1975,40470
7,11,13,1,1,339.2875,50568498.07999998,1271.4399999999998,1303.0800000000002,262.5024999999999,36890
3,8,22,1,1,371.0825,48540409.02249998,1392.0099999999998,1299.5700000000002,283.985,58817
5,5,24,1,1,364.55,51726551.1375,1263.789999999999,1309.06,211.01,44185
7,6,22,0,1,376.41,58324915.394999936,1471.417499999999,1130.715,220.0875,44125
2,11,20,0,2,378.9475,74526861.07749997,1275.94,1126.085,54.50249999999996,103586
3,12,27,0,2,274.80499999999995,65200579.77999999,3579.41,1117.7575000000002,72.39999999999986,341776
6,9,30,1,1,371.275,52916181.50499999,1267.1649999999995,1302.4225,234.965,37258
6,9,23,0,1,413.245,52398402.185,1132.2075,1130.2675,236.8,36201
4,7,28,1,2,326.0475,48603459.92499997,852.2175,1303.4325,146.6374999999998,47550
7,3,24,0,2,362.265,47801472.7675,802.2174999999999,1140.6,121.5225,40686
4,8,46,1,2,327.9,49272743.55499999,678.6199999999997,1302.9875,133.45999999999975,46148
5,10,19,1,1,379.1175,57721403.56999999,1153.405,1298.7475,255.235,37172
7,1,29,1,1,367.36,48726041.11999998,10876.122499999998,1318.8024999999998,1783.4574999999998,365078
3,2,24,1,2,714.4350000000001,84495256.68499997,652.3199999999999,1304.985,56.12999999999997,54333
4,5,32,1,2,365.4875,54723053.49749999,765.1299999999998,1307.26,122.20749999999984,50561
2,6,29,1,2,658.6524999999999,79984866.01749995,701.7824999999999,1303.0,74.92749999999992,58005
4,9,35,1,2,362.9249999999999,54224731.12999997,921.7424999999996,1304.3875,184.8524999999995,52955
7,1,28,0,2,368.2125,68039597.4875,8261.547499999999,1147.2825,1389.5574999999994,355146
4,4,28,0,2,395.15,64580256.3175,753.4799999999999,1132.3375,121.41499999999992,50155
6,4,31,1,2,363.79,52082089.55249999,962.9874999999996,1310.455,205.44999999999985,44924
7,2,18,1,2,369.9725,47711568.92,918.2324999999998,1314.315,250.0075,92720
4,11,31,1,2,356.71,52840898.65249999,825.9549999999997,1302.785,161.8324999999998,48128
3,10,20,1,1,357.235,48536897.9575,1543.2499999999995,1301.9325,299.8825,57310
3,8,20,0,2,384.9599999999999,70434124.00249997,523.515,1125.2900000000002,63.61249999999991,66770
5,12,20,0,1,389.4175,60731666.51749996,1070.81,1127.3325,247.7324999999999,39499
3,8,44,1,2,346.3625,57678791.35,593.8024999999998,1302.6699999999996,63.69999999999995,68046
6,3,20,0,2,389.915,48758897.1925,868.2599999999999,1132.5075,156.77249999999987,42399
5,4,43,0,2,399.7349999999999,49106389.505,1179.3749999999995,1139.925,131.52749999999992,60103
7,9,13,0,1,398.6775,57392419.24249995,1053.285,1137.2125,208.65,38248
2,10,40,0,1,357.17999999999995,63228037.49499999,1030.4174999999982,1129.3875,158.05749999999972,62985
6,8,10,0,1,403.155,58405121.50749995,1791.1274999999994,1129.4875,309.85,50567
2,7,46,0,1,338.8375,63340862.99749999,3628.25,1136.0324999999998,129.82499999999987,175964
2,3,14,0,1,877.2725,97010970.6875,3815.21,1132.9,198.71499999999983,105083
1,4,29,1,1,971.9825,104416556.13,4077.575,1307.7775,114.33499999999984,129965
3,10,41,1,1,368.365,51065551.84249999,1063.9599999999998,1307.9824999999998,204.0375,49529
3,2,40,1,1,756.35,77798176.87749994,930.6575,1313.3175,125.14,38929
3,10,20,0,2,373.4575,71163552.9075,554.8974999999999,1131.8025000000002,60.66749999999995,68191
3,8,29,1,2,339.075,53571359.70249999,615.8324999999999,1301.8175,86.45749999999997,73648
5,3,46,1,2,373.6825,52460952.64,921.76,1313.84,200.04749999999984,54918
5,6,12,0,2,402.9725,64387589.737499975,752.0299999999997,1128.0325,134.27249999999987,50222
3,3,35,0,1,794.4575,91407413.0375,2305.4049999999984,1142.0124999999998,342.50249999999994,83419
4,1,11,0,1,382.4475,49499733.35999999,10671.835,1142.09,1701.375,342210
3,10,27,0,2,365.1275,70023641.9875,763.3474999999996,1126.97,72.17249999999987,87269
6,12,31,1,2,358.1125,50259812.735,1370.86,1299.7824999999998,234.09250000000003,53315
5,2,23,1,2,277.37249999999995,49584654.58499997,13439.042499999983,1316.215,386.3849999999996,447044
1,6,36,0,1,776.015,98263227.98249993,911.1725,1130.15,91.68999999999993,121609
2,12,50,1,2,344.71750000000003,58155890.46749999,635.4299999999997,1301.5875,80.52749999999983,70744
7,3,35,0,2,366.6175,64370000.40749999,1037.3425,1148.4425,155.15,46206
3,9,18,1,1,385.2625,47878356.72249999,1212.705,1300.6799999999998,319.85,47272
7,11,28,0,2,378.5275,56998020.73749995,919.24,1135.1725,207.845,43336
5,5,18,0,1,412.665,41609445.2725,2568.1775,1133.5074999999997,334.05999999999995,73523
5,9,15,1,1,376.15,52057336.06749998,1125.3175,1301.6474999999998,273.05,39318
3,11,37,1,2,393.9875,56873754.7275,1193.9249999999995,1294.3399999999997,84.91999999999999,99431
2,7,28,0,1,387.5074999999999,56746380.20499997,1272.447499999999,1128.6725,151.9999999999997,70255
6,9,34,1,2,380.79,54242134.04,1663.88,1305.3125,165.73,63521
5,9,15,1,2,294.3225,54999315.85,3627.7475,1305.7875,199.80249999999964,166915
3,12,32,1,1,352.205,50959300.01249999,1002.3675,1302.6125,251.8825,42770
2,10,34,1,1,358.36,54190208.137499966,720.6599999999997,1305.4125,153.5249999999998,48212
4,9,34,1,1,376.17,48427502.92,961.7949999999996,1302.6325000000002,199.42749999999995,39592
6,10,23,0,2,389.1275,68531559.935,771.3799999999999,1130.875,193.955,39010
7,12,37,0,1,387.005,49329230.11999998,1279.735,1137.0,243.4,37782
2,9,27,0,2,417.935,73040034.79749997,907.1624999999984,1121.41,59.55249999999999,85199
6,3,19,1,1,373.4325,48311881.92999999,1147.245,1311.41,188.85,35775
7,12,10,0,1,416.6325,51592059.6425,2028.79,1137.5875,245.61749999999992,53878
2,5,31,1,1,722.1524999999999,77583967.67249992,5011.5875,1306.8874999999998,222.73249999999976,135025
7,12,24,0,1,399.755,52393217.28249998,1568.4924999999992,1136.8575,271.67499999999995,46877
7,2,35,1,1,272.5975,40372242.73,14397.112499999996,1315.7025,435.3874999999997,422273
2,3,10,1,2,976.225,94809190.26,825.1374999999998,1309.16,116.63999999999989,55908
5,3,43,1,2,364.1225,56583520.37249999,852.6174999999997,1316.2325,124.48999999999982,51381
4,9,40,1,2,339.59,47691911.14749999,811.4449999999995,1301.8674999999998,164.8699999999996,48441
1,9,37,1,1,333.7725,53738589.37499999,643.0174999999998,1303.975,61.14749999999988,68074
7,7,40,1,2,351.57,50370003.98749998,727.6374999999999,1308.705,183.65,38949
4,5,22,1,2,352.36,50506886.02499999,1257.5474999999992,1308.295,162.70249999999976,59019
7,4,47,1,2,353.9425,48816593.31999998,1029.1875,1309.3049999999998,137.545,44477
5,2,39,1,2,373.0475,50431941.13749999,978.9324999999995,1314.6974999999998,221.20999999999964,83704
4,6,11,0,2,469.6749999999996,59640027.06999998,995.6474999999998,1123.7824999999998,187.99749999999983,56740
7,12,42,0,2,404.01,58673768.67249998,989.3325,1129.4525,225.8275,45113
7,5,14,1,2,357.925,51675243.27999999,912.5425,1311.535,191.105,40704
3,9,26,1,1,353.0425,50240726.29249999,835.5199999999998,1302.9275,181.85,40400
2,6,50,1,1,752.66,74258367.63499993,952.275,1312.265,174.93749999999991,47970
2,11,15,0,1,374.8675,68119405.30499999,807.9999999999998,1128.55,125.41249999999984,49951
4,7,8,1,1,382.9125,48143014.42,1120.4874999999995,1359.6999999999998,282.2124999999999,40549
7,6,19,0,2,364.365,67192330.51249999,944.51,1131.8175,192.3825,43786
2,12,34,1,2,366.56250000000006,57728610.92,681.0399999999997,1297.04,55.44749999999995,85352
2,10,23,0,2,367.6675,71648521.88999997,630.9724999999999,1127.675,70.36499999999994,68921
4,8,27,0,2,374.915,63788343.25249998,709.4474999999998,1127.4225,124.60249999999974,50732
5,11,10,0,1,396.5975,63509490.28249999,1143.3825,1126.1024999999995,261.5,39595
3,2,46,1,2,685.3325,86436125.60999992,912.6774999999986,1310.075,83.04749999999984,59644
5,7,14,0,2,373.43,54626662.78499999,1405.9399999999998,1127.0524999999998,188.80249999999992,60884
3,11,50,1,2,345.415,55654827.0825,908.4425,1300.53,82.18749999999993,84713
1,10,22,0,1,294.56499999999994,65224806.92,3530.69,1127.7575000000002,63.319999999999936,208968
2,4,14,0,2,841.3949999999999,111456762.41,4527.602499999999,1133.4474999999998,113.8224999999999,138763
7,10,17,1,2,376.33,48680271.58749998,842.1424999999999,1299.7,222.0,41784
5,4,24,1,2,366.075,50726320.66499999,741.1249999999998,1304.2475,136.84499999999986,46484
4,12,15,0,2,367.07,58012630.41749998,695.4399999999999,1122.7975,151.07499999999993,46304
7,2,12,0,2,362.5525,61683958.015,1301.9499999999985,1142.5700000000002,289.3999999999997,98485
5,11,46,1,1,373.76,44797021.89,1175.1025,1307.8375,248.50999999999996,39791
2,1,26,0,2,1038.7375000000002,119891939.81,1477.787499999998,1148.55,164.1699999999998,121610
7,10,9,0,1,394.1325,58518188.96499996,2258.4349999999995,1153.2475,284.045,58581
1,3,38,0,1,1606.025,195674866.595,3718.4675,1136.8375,151.85249999999968,130575
5,4,17,0,2,304.4375,59059832.89749996,3642.705,1130.185,245.9224999999994,176214
2,2,25,1,2,951.1625,98268233.73499998,953.7175,1310.9924999999998,138.20249999999996,55953
3,7,18,1,1,360.7349999999999,53461319.14249998,807.71,1302.4900000000002,191.32499999999985,38749
4,9,8,0,1,380.8225,53098868.45999999,940.1874999999998,1166.5875,210.42,39003
6,11,12,1,2,378.7475,52788418.12999996,990.9475,1307.29,292.42749999999995,43910
1,6,47,0,1,722.4224999999999,102445708.17999992,709.7749999999999,1132.8674999999998,68.09999999999988,54821
7,10,31,1,1,366.345,52221189.01749996,1089.5549999999998,1300.6799999999998,251.47749999999988,34253
3,5,42,0,1,719.97,81450299.75999999,1130.4825,1137.3049999999998,333.73,42056
3,9,10,1,1,369.87,51774842.83499998,893.2674999999999,1307.95,185.415,41995
2,8,40,0,1,351.79999999999995,71098807.9875,869.6624999999998,1133.1150000000002,177.49249999999975,53761
7,1,29,1,2,400.3575,53878919.67749997,23350.3425,1317.9175,1549.0499999999995,682531
4,7,9,0,1,390.6925,50206188.2025,963.66,1160.0825,160.9475,38616
4,3,8,0,2,399.41,66672610.01999998,686.9199999999995,1181.5325,155.92749999999964,48147
7,7,45,0,2,398.535,61287476.18499996,904.6824999999995,1140.9725,221.24999999999991,41728
6,1,9,0,1,405.7825,48692983.1125,10858.944999999998,1181.6475,1724.2549999999997,338929
5,8,50,0,1,399.09,52667041.87249998,1086.8349999999998,1134.4425,223.4925,39933
2,6,24,0,1,719.2,93463725.85749993,929.5124999999998,1129.015,200.49249999999975,46986
2,3,20,0,2,1052.02,122871833.3775,836.2524999999998,1136.95,115.68749999999991,54363
6,7,47,0,1,405.52,53316826.90249997,1011.38,1140.565,235.75,33178
3,12,25,1,1,391.1675,54400696.884999976,1148.2474999999986,1299.855,228.38249999999996,48473
4,2,47,0,2,365.2175,72910523.03499998,907.36,1142.585,190.1624999999997,79246
3,5,19,0,1,787.8975,84419500.04999998,1561.4874999999988,1136.7724999999998,328.8575,55898
2,6,38,0,2,724.75,107550882.83999996,1487.7424999999992,1133.7599999999998,96.4849999999998,76717
2,1,9,0,2,827.1074999999998,100361203.32999995,5455.2575,1175.935,261.0699999999999,266014
2,5,34,0,2,603.3900000000001,78840348.5925,3565.04,1126.6974999999998,92.5249999999999,197671
6,6,27,0,2,352.845,57038231.00249996,876.5875,1129.015,178.18,39430
5,5,47,1,2,339.7625,53050046.70999999,820.4599999999998,1306.9050000000002,140.49249999999984,46647
4,1,32,1,2,343.64999999999964,48171878.60249998,11901.755,1318.205,1099.2049999999997,546036
2,4,48,1,2,877.985,102229063.84499998,3720.07,1306.895,121.4299999999998,174496
1,3,32,0,1,1468.455,132139658.35,911.825,1143.1875,146.5349999999998,61862
5,6,41,1,2,361.43,53465541.125,727.8824999999997,1303.6275,144.69249999999982,47327
7,12,10,0,1,402.7425,33065533.494999982,4094.0625,1124.79,513.5599999999998,101112
7,10,47,0,2,372.3925,61881270.91749997,915.6149999999998,1136.2949999999998,192.84999999999985,43380
4,7,9,1,1,343.1475,50732600.5025,1435.3874999999998,1330.8874999999998,353.8,50274
2,11,37,0,1,394.07249999999993,59079976.48499994,866.9575000000001,1134.3175,115.87999999999988,54610
5,4,29,0,2,394.535,61889696.37749995,666.2724999999998,1128.8625,127.34749999999976,46449
4,2,27,1,1,392.74,48494755.33499999,906.025,1317.325,207.59499999999989,52233
2,1,43,0,2,1064.2599999999998,118205693.86749998,1673.3749999999975,1151.2075,172.56999999999985,164154
3,3,18,1,1,706.6175000000001,80093904.32749996,1245.38,1310.6375,217.35,54100
3,6,14,0,2,745.1949999999999,98136067.12749995,844.5474999999999,1126.8825000000002,97.03249999999991,61474
3,6,49,1,2,742.0949999999999,83692357.85999997,1301.9799999999998,1304.475,115.6824999999998,72727
4,9,21,0,1,406.91,55576942.29749997,1576.92,1130.8175,209.8125,50989
3,1,10,0,2,539.755,88394862.05750003,16844.662499999995,1136.3349999999998,546.9849999999998,459692
3,7,37,0,1,415.57,64162761.35999999,829.6774999999998,1133.775,174.64999999999992,41482
4,3,49,0,2,378.54,61921420.80249997,687.1624999999998,1139.7424999999998,145.14499999999984,47816
6,12,18,1,1,403.0775,53764839.74499997,1352.725,1297.8025,366.19749999999993,42006
7,1,32,1,2,879.0325,108281214.5975,9111.4575,1309.8700000000003,1708.4549999999997,376544
6,12,37,0,2,385.27,58410835.47499994,823.0224999999998,1135.9299999999998,163.25499999999997,41872
2,11,27,1,1,364.04,54510472.83499999,697.0049999999998,1301.8300000000002,118.67249999999986,46123
7,4,41,0,2,379.4075,51410620.935,865.9899999999998,1135.6025000000002,178.22249999999994,40796
1,12,46,1,1,376.33,58359414.26249999,617.4474999999996,1301.415,55.252499999999976,76300
4,8,31,1,1,354.0225,50932363.04249997,1353.4149999999988,1302.215,242.215,47883
2,1,29,0,1,1196.415,93900858.7625,1402.3674999999987,1156.2875,228.01749999999976,60808
6,8,43,1,2,397.6075,49957704.01749998,1720.2549999999997,1302.2925,296.1125,75714
2,1,30,0,2,1222.9199999999996,157707513.6749998,17178.724999999984,1143.39,372.1449999999997,527311
3,11,37,1,2,356.4325,61979981.99249997,621.1449999999999,1301.3324999999998,67.71249999999992,70334
4,2,47,1,1,374.675,51706320.71749999,1598.4174999999996,1320.0324999999998,274.7249999999999,90824
7,12,48,0,1,369.355,62195180.50749993,1129.7125,1140.4975,241.1,35428
2,11,40,0,1,397.9325,51263530.3525,1166.3074999999994,1125.5775,143.57749999999987,62343
4,11,29,1,2,362.0675,46703507.31999999,729.7824999999997,1302.615,137.5699999999998,47194
3,12,34,0,2,370.19,67089351.02999999,573.095,1128.8425000000002,87.34249999999993,66964
2,4,10,1,1,1113.2575,98532492.325,1249.6499999999996,1317.425,246.5774999999997,52005
6,5,26,0,1,396.8,61972384.52999997,1086.725,1140.8,216.1575,34533
4,1,11,1,1,326.74,45976980.15249999,10700.929999999997,1306.88,1928.6175,371061
6,4,33,0,2,432.6775,67395629.7,1567.8275,1137.4399999999998,335.42499999999995,70256
4,10,46,0,1,385.61,49213433.9575,1055.53,1137.6725,223.58,48860
3,9,30,1,2,365.1925,56386680.615,1132.5375,1299.4150000000002,73.66499999999994,92193
4,11,43,1,2,315.925,45134566.9825,3656.8975,1301.0175,177.33999999999995,133167
3,5,21,1,1,553.24,66673737.024999976,3812.4,1302.5475,221.21749999999992,100431
7,8,25,0,1,335.2525,54576373.38249998,3903.6425,1133.0075000000002,240.95,93457
2,2,42,0,1,1047.4075,98305810.92499998,1089.1999999999996,1139.7875,191.8324999999998,47183
6,1,31,1,2,350.7075,51838124.74499999,8898.727499999999,1322.265,1432.4774999999995,292718
7,9,44,1,1,1205.355,44698530.4125,4080.32,1303.9325,525.3349999999999,98070
7,8,24,0,1,377.195,51306641.11499998,1071.9525,1133.7075,217.75749999999996,41513
4,7,15,1,2,344.665,57601278.70749998,933.1224999999988,1303.7825,142.8549999999999,51627
1,1,33,0,1,2277.8125,137109885.8575,2290.57,1140.51,461.7975,126277
1,3,13,1,1,1324.6024999999995,128450947.5675,1867.16,1314.935,153.82499999999985,77335
2,11,31,1,1,370.715,50487954.48499998,3619.01,1298.4174999999998,147.90749999999974,186076
3,5,39,1,2,703.7950000000001,76825443.91249996,3316.84249999999,1300.0275,101.16499999999992,173007
7,3,21,1,2,364.7275,50417058.86249997,846.28,1316.61,156.905,51033
5,7,8,1,2,348.9725,58403721.70999996,1996.0075,1356.1025,164.96749999999983,84478
7,7,40,0,2,298.82,53700268.947499976,3900.5675,1133.375,338.72,169381
7,5,48,0,1,374.055,44868312.42749999,1038.575,1141.515,213.67,32885
2,11,40,1,2,349.2625,56801930.48,573.2174999999999,1301.5175,82.37499999999984,66327
7,5,18,1,1,379.715,44486979.83749999,934.875,1310.235,199.35,31181
7,5,30,1,2,353.015,48326111.10749999,990.0924999999996,1309.33,221.565,40194
2,10,8,1,1,350.79999999999995,50968740.4725,659.7849999999999,1354.285,100.86249999999993,45760
6,5,33,0,1,371.115,49542501.51999998,1020.2575,1137.7725,174.9,32373
3,7,37,0,1,382.345,59706879.71499995,835.555,1137.7324999999998,222.07499999999985,42543
2,8,22,1,1,333.13249999999994,45488052.55749999,722.2424999999998,1299.005,121.40499999999976,47567
3,3,31,0,1,730.1949999999999,81383439.48749998,996.5575,1132.2775,188.76,39627
5,5,49,0,2,346.93499999999995,67124807.71249998,753.3399999999998,1134.375,115.57249999999988,46921
7,2,43,0,1,359.725,50040001.62749999,1148.63,1150.1950000000002,263.115,34941
7,9,15,0,2,400.375,59383683.99249995,828.8649999999998,1124.675,207.48999999999995,41894
3,4,23,0,1,744.77,78037998.97749999,1336.2025,1130.1375,282.05249999999995,45493
3,1,32,0,2,702.3175000000001,100554368.50249998,5231.2325,1140.41,497.235,226337
4,1,20,1,1,421.355,50555877.35499997,21909.914999999983,1313.4375,1757.2274999999995,648953
2,1,22,0,1,1101.7025,105402257.54749995,1315.8024999999998,1138.42,218.60749999999976,52202
6,8,18,1,1,339.1325,53172431.53999999,1103.1675,1303.2450000000003,219.86,33666
3,7,49,1,2,339.3725,54934196.384999976,582.2799999999999,1297.8275,76.16749999999993,65724
7,12,16,1,1,374.2875,49181455.325,1105.8175,1305.1474999999998,236.835,34567
6,11,38,0,2,372.6775,53844533.10999997,984.18,1132.685,232.65500000000003,43741
5,5,38,0,1,359.73,51257656.59749999,1080.1125,1143.5675,229.69749999999996,41423
4,2,14,0,2,352.4825,63308422.237499975,900.3274999999996,1147.0175,249.77249999999972,84159
7,9,13,1,1,349.74,49039124.44999999,1127.08,1307.65,214.54249999999996,34260
3,1,9,1,2,674.3925,75527775.15749995,5115.195,1347.185,489.0849999999999,236816
5,11,29,0,2,375.43,63783835.45249999,781.7449999999997,1128.78,160.16749999999965,48674
7,10,35,0,1,374.9025,51735837.06249997,1093.8625,1137.5550000000003,228.25,34468
1,9,20,0,1,342.1825,67371193.43999998,585.515,1122.48,70.94499999999988,79477
1,9,26,1,1,321.90250000000003,54383833.625,552.5849999999999,1299.2375,49.03749999999999,75047
4,5,28,0,1,358.02,48884848.549999975,1032.3674999999998,1141.6125000000002,200.9674999999999,46540
3,1,13,0,2,677.7674999999992,125465361.2824998,14500.734999999995,1142.8875,476.0824999999997,598588
2,4,42,0,2,1120.0624999999998,115003714.9775,900.1224999999998,1139.7900000000002,111.62249999999996,57887
3,4,19,1,2,644.5899999999999,82041635.70499995,689.5374999999998,1301.0549999999998,69.8249999999999,53553
2,5,12,0,1,696.6375,78873500.72749999,848.8549999999992,1133.655,201.3374999999995,44728
6,11,30,0,1,386.6625,56559825.84749997,1123.58,1131.975,220.45,34810
6,10,37,1,1,360.905,42669640.185,2385.4725,1300.12,432.765,71850
7,5,45,0,1,762.01,36859244.48499995,2995.084999999999,1143.4325,475.62999999999977,91733
3,2,29,1,1,660.58,70872864.59749995,964.1175,1318.4825,161.86,37241
5,2,12,1,2,379.9099999999999,48764444.7075,770.05,1314.4600000000005,174.36999999999975,48732
7,6,37,0,2,390.4975,57998272.27249996,910.14,1138.6299999999997,200.30749999999995,42315
5,10,28,1,2,364.685,51431024.9425,800.4299999999996,1297.8475,166.9274999999996,58311
7,5,40,1,2,378.78,45406880.19499999,1192.804999999998,1304.6725,177.95,48886
4,7,22,0,1,367.77,57795208.64749996,1316.964999999999,1138.4074999999998,226.98749999999995,48242
1,3,32,1,1,1311.31,115148743.6475,1856.9549999999997,1308.875,149.09499999999986,83163
1,9,14,0,1,303.145,70982322.49,3534.065,1124.3175,60.61749999999995,201729
4,9,18,1,2,282.8275,44790528.75249999,3708.032499999999,1294.415,217.99999999999957,176964
1,3,27,0,1,1325.6875,135187058.2175,1164.75,1136.655,148.22249999999983,63505
7,8,41,1,1,336.00249999999994,47089099.36499999,1158.3275,1313.5425,254.74499999999995,38804
4,6,48,0,1,382.9125,57030722.90749997,1093.5724999999998,1135.9375,236.075,42503
4,9,10,1,1,348.625,52501655.56499999,1138.1675,1300.75,196.52749999999995,39571
3,10,39,1,2,331.36999999999995,54142356.85499998,553.9174999999998,1296.86,75.32749999999986,66794
1,5,34,1,1,656.1824999999999,79981601.14749995,1013.6174999999988,1298.415,70.41499999999989,63153
1,8,31,1,1,339.2724999999999,58500935.97749998,679.9799999999998,1294.8349999999998,68.17999999999994,79814
5,7,45,0,2,369.3475,63880306.225,1031.6449999999988,1134.4825,151.5874999999998,57846
6,5,17,0,1,384.9775,56821491.54499996,1766.8074999999997,1144.2675,261.71,49319
4,3,21,0,1,426.465,70643133.54249997,3906.1025,1133.1975,390.89249999999976,314068
3,2,9,1,2,655.57,83212715.72749995,2183.199999999997,1342.2599999999998,108.95999999999984,135742
4,7,50,0,1,405.8625,58258846.667499945,1111.8974999999998,1132.8124999999998,206.8275,41413
1,7,45,0,1,359.6575,67909457.8025,576.1625,1127.795,68.89999999999995,67713
5,6,49,0,2,349.215,57347390.55999996,994.6074999999984,1133.12,165.21999999999952,57221
3,8,41,1,2,337.8974999999999,57659391.82499999,1258.474999999999,1299.7199999999998,90.12999999999988,95374
6,9,33,0,1,363.485,47149568.4175,1946.2325,1148.3674999999998,227.29,50992
5,8,24,1,2,284.57,49896759.71749999,3640.405,1298.4725,220.7624999999995,127990
3,4,29,1,2,706.035,89633750.49499997,2202.227499999998,1305.9924999999998,109.30749999999983,142389
4,1,45,1,2,351.4125,59228051.489999965,6942.944999999998,1324.41,1004.2549999999998,294641
1,12,25,0,1,355.4150000000001,68768413.9025,622.9,1123.9050000000002,94.31749999999998,70594
2,1,32,0,2,999.3675,114949041.075,3253.8749999999973,1141.1275,224.04249999999965,213662
2,2,17,0,2,944.9775000000002,116998805.8725,1106.637499999999,1133.045,101.37499999999984,63489
3,8,36,1,2,282.11499999999995,56187026.36499999,3525.3475,1299.4099999999996,78.21749999999986,251343
2,2,31,0,2,1008.685,119483544.67249998,1003.1999999999998,1140.9775,142.62499999999991,119090
4,10,37,0,1,380.905,51316180.52999999,926.95,1124.1650000000002,218.89,37582
4,1,22,1,1,362.7275,51864548.555,11549.145,1304.5575,1795.2449999999997,378464
5,1,10,1,2,357.3974999999999,47344677.6425,6896.887499999999,1307.81,1474.2674999999997,355490
4,9,34,0,2,349.805,64923269.87249999,733.3574999999997,1133.7125,103.11749999999988,48592
5,9,48,0,2,370.38,59729647.80499995,740.7549999999999,1129.9625,139.32749999999984,47271
1,12,19,0,1,345.45499999999987,68677831.94999999,607.9174999999999,1123.6625,72.43749999999996,69346
3,9,40,0,2,349.8475,67066577.9025,607.8724999999998,1132.3250000000005,84.29749999999987,70474
5,9,50,1,1,350.77,48599607.29249997,1161.045,1309.0499999999995,223.545,39210
1,5,33,0,1,724.3100000000001,95085551.50249992,747.5374999999999,1126.44,78.82249999999985,60360
6,11,11,0,2,362.915,58580176.82749997,985.005,1125.38,221.00499999999985,51485
2,8,50,0,1,352.6,53077386.07999995,857.7824999999991,1130.5124999999998,165.31749999999963,58744
3,5,26,0,1,747.5550000000001,84575475.69249998,1385.3674999999998,1134.01,295.34249999999986,47487
5,9,13,0,2,363.465,64807114.7525,1031.8874999999985,1134.5025,125.32999999999988,58674
7,6,33,1,2,347.9525,45842857.48,1108.1249999999989,1309.9924999999998,194.6,48713
5,8,32,1,1,383.5875,50171051.41499999,1717.8349999999996,1307.7475,195.73749999999995,55040
5,10,10,1,1,332.16499999999985,43724431.4125,3736.2850000000008,1301.3975,279.37749999999994,95903
7,5,32,1,2,277.9425,46378503.192499965,3654.29,1304.4975,205.59,108816
2,8,43,1,1,359.27999999999986,45503008.5425,670.4699999999999,1305.5675,123.4849999999999,46032
2,9,29,0,1,356.5475,58986019.66249998,746.1724999999999,1128.0525000000002,121.09499999999984,47450
1,11,36,1,1,357.6049999999999,58112394.68249999,601.2774999999999,1297.9024999999997,68.7799999999999,68173
2,11,37,0,1,354.89,61285099.72499995,755.0474999999999,1127.85,128.73749999999973,46787
5,8,35,0,1,394.2525,44842113.95249999,1203.5449999999998,1128.63,274.6,38974
7,9,20,0,1,387.8175,46244855.385,1052.6525,1127.0875,218.4,33417
3,11,17,1,1,343.75,45793247.015,1772.2525,1301.995,347.68999999999994,57177
5,6,39,1,1,372.725,49696956.61749999,1748.94,1307.175,297.61,50706
3,1,29,0,2,723.8675,100122551.57499991,4603.1825,1136.3425,478.43749999999983,196271
3,10,20,1,2,339.515,55154191.664999984,607.3099999999998,1297.0975,86.12749999999986,70277
2,9,25,1,2,339.2375,60202196.84749998,592.1374999999998,1293.765,78.9349999999999,66927
4,1,18,1,2,363.11,44936850.62249999,6626.315,1318.62,1027.0974999999994,280020
4,3,23,1,2,340.6925,51316778.86,704.2224999999999,1308.84,118.80999999999976,47626
3,2,41,0,2,681.55,88338531.26499994,586.1074999999998,1133.535,57.965,59268
4,8,34,0,1,357.3375,56276779.642499946,1002.68,1128.2399999999998,180.60999999999996,41142
4,4,15,1,2,350.92749999999995,49524289.765,738.7699999999998,1308.5825,148.63249999999985,55113
5,4,27,0,2,388.8774999999999,50011518.344999984,1378.8174999999997,1137.9374999999998,170.5099999999996,60003
